LIGA,CONFRONTO_CASA,CONFRONTO_FORA,PLACAR_CASA,PLACAR_FORA,RESULTADO
BRASIL - SÉRIE A,INTERNACIONAL,GRÊMIO,2,0,CASA
BRASIL - SÉRIE A,SANTOS,CORINTHIANS,0,1,FORA
BRASIL - SÉRIE A,SÃO PAULO,VITÓRIA,3,1,CASA
BRASIL - SÉRIE A,ATLÉTICO MINEIRO,PALMEIRAS,2,1,CASA
BRASIL - SÉRIE A,CHAPECOENSE,FIGUEIRENSE,0,1,FORA
BRASIL - SÉRIE A,EC BAHIA,GOIÁS,1,0,CASA
BRASIL - SÉRIE A,CRICIÚMA,CRUZEIRO,0,0,EMPATE
BRASIL - SÉRIE A,CHAPECOENSE,ATLÉTICO MINEIRO,1,1,EMPATE
BRASIL - SÉRIE A,VITÓRIA,GRÊMIO,2,1,CASA
BRASIL - SÉRIE A,CHAPECOENSE,FLAMENGO,1,0,CASA
BRASIL - SÉRIE A,PALMEIRAS,EC BAHIA,1,1,EMPATE
BRASIL - SÉRIE A,CORITIBA,CORINTHIANS,0,0,EMPATE
BRASIL - SÉRIE A,FIGUEIRENSE,SPORT RECIFE,3,0,CASA
BRASIL - SÉRIE A,FLUMINENSE,GOIÁS,2,0,CASA
BRASIL - SÉRIE A,ATLÉTICO MINEIRO,ATLÉTICO PARANAENSE,3,1,CASA
BRASIL - SÉRIE A,INTERNACIONAL,SANTOS,1,0,CASA
BRASIL - SÉRIE A,SÃO PAULO,CRICIÚMA,1,1,EMPATE
BRASIL - SÉRIE A,BOTAFOGO,CRUZEIRO,1,1,EMPATE
BRASIL - SÉRIE A,EC BAHIA,INTERNACIONAL,0,1,FORA
BRASIL - SÉRIE A,ATLÉTICO PARANAENSE,FLUMINENSE,0,3,FORA
BRASIL - SÉRIE A,CORINTHIANS,PALMEIRAS,2,0,CASA
BRASIL - SÉRIE A,GOIÁS,SÃO PAULO,2,1,CASA
BRASIL - SÉRIE A,SPORT RECIFE,ATLÉTICO MINEIRO,2,1,CASA
BRASIL - SÉRIE A,FLAMENGO,BOTAFOGO,1,0,CASA
BRASIL - SÉRIE A,GRÊMIO,CORITIBA,2,3,FORA
BRASIL - SÉRIE A,SANTOS,CHAPECOENSE,3,0,CASA
BRASIL - SÉRIE A,CRICIÚMA,VITÓRIA,1,3,FORA
BRASIL - SÉRIE A,CRUZEIRO,FIGUEIRENSE,5,0,CASA
BRASIL - SÉRIE A,BOTAFOGO,CORITIBA,1,0,CASA
BRASIL - SÉRIE A,VITÓRIA,CORINTHIANS,0,0,EMPATE
BRASIL - SÉRIE A,INTERNACIONAL,FLAMENGO,4,0,CASA
BRASIL - SÉRIE A,PALMEIRAS,CRUZEIRO,1,2,FORA
BRASIL - SÉRIE A,FLUMINENSE,SANTOS,1,0,CASA
BRASIL - SÉRIE A,ATLÉTICO PARANAENSE,CRICIÚMA,2,0,CASA
BRASIL - SÉRIE A,GOIÁS,SPORT RECIFE,0,0,EMPATE
BRASIL - SÉRIE A,SÃO PAULO,CHAPECOENSE,0,1,FORA
BRASIL - SÉRIE A,ATLÉTICO MINEIRO,EC BAHIA,1,1,EMPATE
BRASIL - SÉRIE A,FIGUEIRENSE,GRÊMIO,0,1,FORA
BRASIL - SÉRIE A,CRUZEIRO,VITÓRIA,3,1,CASA
BRASIL - SÉRIE A,CRICIÚMA,FLUMINENSE,3,2,CASA
BRASIL - SÉRIE A,FLAMENGO,ATLÉTICO PARANAENSE,1,2,FORA
BRASIL - SÉRIE A,EC BAHIA,SÃO PAULO,0,2,FORA
BRASIL - SÉRIE A,CORINTHIANS,INTERNACIONAL,2,1,CASA
BRASIL - SÉRIE A,SANTOS,PALMEIRAS,2,0,CASA
BRASIL - SÉRIE A,SPORT RECIFE,BOTAFOGO,1,0,CASA
BRASIL - SÉRIE A,CORITIBA,FIGUEIRENSE,0,2,FORA
BRASIL - SÉRIE A,GRÊMIO,GOIÁS,0,0,EMPATE
BRASIL - SÉRIE A,SPORT RECIFE,EC BAHIA,1,0,CASA
BRASIL - SÉRIE A,VITÓRIA,SPORT RECIFE,0,1,FORA
BRASIL - SÉRIE A,CHAPECOENSE,EC BAHIA,2,1,CASA
BRASIL - SÉRIE A,CORINTHIANS,BOTAFOGO,1,1,EMPATE
BRASIL - SÉRIE A,CRUZEIRO,FLAMENGO,3,0,CASA
BRASIL - SÉRIE A,GRÊMIO,PALMEIRAS,0,0,EMPATE
BRASIL - SÉRIE A,FLUMINENSE,INTERNACIONAL,1,1,EMPATE
BRASIL - SÉRIE A,SANTOS,CRICIÚMA,2,0,CASA
BRASIL - SÉRIE A,FIGUEIRENSE,ATLÉTICO PARANAENSE,1,3,FORA
BRASIL - SÉRIE A,SÃO PAULO,ATLÉTICO MINEIRO,2,1,CASA
BRASIL - SÉRIE A,CORITIBA,GOIÁS,3,0,CASA
BRASIL - SÉRIE A,EC BAHIA,SANTOS,0,2,FORA
BRASIL - SÉRIE A,INTERNACIONAL,CHAPECOENSE,2,0,CASA
BRASIL - SÉRIE A,GOIÁS,VITÓRIA,0,0,EMPATE
BRASIL - SÉRIE A,ATLÉTICO MINEIRO,FLUMINENSE,2,0,CASA
BRASIL - SÉRIE A,CORINTHIANS,CRUZEIRO,1,0,CASA
BRASIL - SÉRIE A,ATLÉTICO PARANAENSE,SÃO PAULO,2,2,EMPATE
BRASIL - SÉRIE A,FLAMENGO,FIGUEIRENSE,1,1,EMPATE
BRASIL - SÉRIE A,CRICIÚMA,CORITIBA,1,0,CASA
BRASIL - SÉRIE A,PALMEIRAS,BOTAFOGO,0,2,FORA
BRASIL - SÉRIE A,SPORT RECIFE,GRÊMIO,0,0,EMPATE
BRASIL - SÉRIE A,SÃO PAULO,GRÊMIO,1,0,CASA
BRASIL - SÉRIE A,SANTOS,FLAMENGO,0,0,EMPATE
BRASIL - SÉRIE A,ATLÉTICO PARANAENSE,CORITIBA,2,0,CASA
BRASIL - SÉRIE A,SPORT RECIFE,CORINTHIANS,1,4,FORA
BRASIL - SÉRIE A,FIGUEIRENSE,GOIÁS,0,1,FORA
BRASIL - SÉRIE A,ATLÉTICO MINEIRO,CRICIÚMA,0,0,EMPATE
BRASIL - SÉRIE A,INTERNACIONAL,CRUZEIRO,1,3,FORA
BRASIL - SÉRIE A,CHAPECOENSE,PALMEIRAS,2,0,CASA
BRASIL - SÉRIE A,BOTAFOGO,VITÓRIA,1,1,EMPATE
BRASIL - SÉRIE A,EC BAHIA,FLUMINENSE,0,1,FORA
BRASIL - SÉRIE A,VITÓRIA,ATLÉTICO MINEIRO,2,3,FORA
BRASIL - SÉRIE A,CRUZEIRO,SPORT RECIFE,2,0,CASA
BRASIL - SÉRIE A,CRICIÚMA,CHAPECOENSE,1,0,CASA
BRASIL - SÉRIE A,FLUMINENSE,SÃO PAULO,5,2,CASA
BRASIL - SÉRIE A,CORINTHIANS,ATLÉTICO PARANAENSE,1,1,EMPATE
BRASIL - SÉRIE A,GRÊMIO,BOTAFOGO,2,1,CASA
BRASIL - SÉRIE A,PALMEIRAS,FIGUEIRENSE,1,0,CASA
BRASIL - SÉRIE A,GOIÁS,SANTOS,2,2,EMPATE
BRASIL - SÉRIE A,FLAMENGO,EC BAHIA,1,1,EMPATE
BRASIL - SÉRIE A,CORITIBA,INTERNACIONAL,1,1,EMPATE
BRASIL - SÉRIE A,FLAMENGO,SÃO PAULO,0,2,FORA
BRASIL - SÉRIE A,CORINTHIANS,FIGUEIRENSE,0,1,FORA
BRASIL - SÉRIE A,ATLÉTICO PARANAENSE,CHAPECOENSE,1,1,EMPATE
BRASIL - SÉRIE A,GRÊMIO,FLUMINENSE,1,0,CASA
BRASIL - SÉRIE A,SANTOS,ATLÉTICO MINEIRO,1,2,FORA
BRASIL - SÉRIE A,VITÓRIA,PALMEIRAS,0,1,FORA
BRASIL - SÉRIE A,CRICIÚMA,INTERNACIONAL,0,0,EMPATE
BRASIL - SÉRIE A,CRUZEIRO,CORITIBA,3,2,CASA
BRASIL - SÉRIE A,GOIÁS,BOTAFOGO,2,0,CASA
BRASIL - SÉRIE A,BOTAFOGO,CRICIÚMA,6,0,CASA
BRASIL - SÉRIE A,FLUMINENSE,FLAMENGO,2,0,CASA
BRASIL - SÉRIE A,SÃO PAULO,CORINTHIANS,1,1,EMPATE
BRASIL - SÉRIE A,ATLÉTICO MINEIRO,CRUZEIRO,2,1,CASA
BRASIL - SÉRIE A,CHAPECOENSE,GRÊMIO,1,2,FORA
BRASIL - SÉRIE A,CORITIBA,SPORT RECIFE,0,1,FORA
BRASIL - SÉRIE A,EC BAHIA,VITÓRIA,1,1,EMPATE
BRASIL - SÉRIE A,FIGUEIRENSE,SANTOS,0,2,FORA
BRASIL - SÉRIE A,INTERNACIONAL,ATLÉTICO PARANAENSE,2,1,CASA
BRASIL - SÉRIE A,PALMEIRAS,GOIÁS,2,0,CASA
BRASIL - SÉRIE A,FLUMINENSE,VITÓRIA,1,2,FORA
BRASIL - SÉRIE A,EC BAHIA,BOTAFOGO,1,0,CASA
BRASIL - SÉRIE A,CRICIÚMA,FIGUEIRENSE,1,0,CASA
BRASIL - SÉRIE A,FLAMENGO,PALMEIRAS,4,2,CASA
BRASIL - SÉRIE A,INTERNACIONAL,SPORT RECIFE,2,1,CASA
BRASIL - SÉRIE A,ATLÉTICO MINEIRO,GOIÁS,0,1,FORA
BRASIL - SÉRIE A,CHAPECOENSE,CORINTHIANS,0,1,FORA
BRASIL - SÉRIE A,SÃO PAULO,CORITIBA,2,2,EMPATE
BRASIL - SÉRIE A,ATLÉTICO PARANAENSE,CRUZEIRO,2,3,FORA
BRASIL - SÉRIE A,SANTOS,GRÊMIO,0,0,EMPATE
BRASIL - SÉRIE A,PALMEIRAS,FLUMINENSE,0,1,FORA
BRASIL - SÉRIE A,CRUZEIRO,SÃO PAULO,1,1,EMPATE
BRASIL - SÉRIE A,BOTAFOGO,INTERNACIONAL,2,2,EMPATE
BRASIL - SÉRIE A,VITÓRIA,ATLÉTICO PARANAENSE,2,2,EMPATE
BRASIL - SÉRIE A,CORINTHIANS,FLAMENGO,2,0,CASA
BRASIL - SÉRIE A,FIGUEIRENSE,EC BAHIA,0,2,FORA
BRASIL - SÉRIE A,SPORT RECIFE,CHAPECOENSE,2,1,CASA
BRASIL - SÉRIE A,GOIÁS,CRICIÚMA,1,0,CASA
BRASIL - SÉRIE A,GRÊMIO,ATLÉTICO MINEIRO,2,1,CASA
BRASIL - SÉRIE A,CORITIBA,SANTOS,0,0,EMPATE
BRASIL - SÉRIE A,CHAPECOENSE,CORITIBA,0,0,EMPATE
BRASIL - SÉRIE A,EC BAHIA,CRUZEIRO,1,2,FORA
BRASIL - SÉRIE A,SÃO PAULO,BOTAFOGO,3,0,CASA
BRASIL - SÉRIE A,ATLÉTICO MINEIRO,CORINTHIANS,0,0,EMPATE
BRASIL - SÉRIE A,ATLÉTICO PARANAENSE,GRÊMIO,1,0,CASA
BRASIL - SÉRIE A,CRICIÚMA,PALMEIRAS,1,2,FORA
BRASIL - SÉRIE A,FLAMENGO,GOIÁS,0,0,EMPATE
BRASIL - SÉRIE A,SANTOS,SPORT RECIFE,1,1,EMPATE
BRASIL - SÉRIE A,FLUMINENSE,FIGUEIRENSE,3,0,CASA
BRASIL - SÉRIE A,INTERNACIONAL,VITÓRIA,1,0,CASA
BRASIL - SÉRIE A,VASCO DA GAMA,CEARÁ,1,4,FORA
BRASIL - SÉRIE A,GRÊMIO,GOIÁS,2,1,CASA
BRASIL - SÉRIE A,FLUMINENSE,BRAGANTINO,0,0,EMPATE
BRASIL - SÉRIE A,SANTOS,SPORT RECIFE,4,2,CASA
BRASIL - SÉRIE A,PALMEIRAS,ATLÉTICO PARANAENSE,3,0,CASA
BRASIL - SÉRIE A,EC BAHIA,SÃO PAULO,1,3,FORA
BRASIL - SÉRIE A,ATLÉTICO GOIANIENSE,INTERNACIONAL,0,0,EMPATE
BRASIL - SÉRIE A,FORTALEZA EC,GOIÁS,1,1,EMPATE
BRASIL - SÉRIE A,CEARÁ,SÃO PAULO,1,1,EMPATE
BRASIL - SÉRIE A,CORITIBA,CORINTHIANS,0,1,FORA
BRASIL - SÉRIE A,ATLÉTICO MINEIRO,BOTAFOGO,2,1,CASA
BRASIL - SÉRIE A,SPORT RECIFE,ATLÉTICO GOIANIENSE,0,1,FORA
BRASIL - SÉRIE A,CEARÁ,ATLÉTICO MINEIRO,2,2,EMPATE
BRASIL - SÉRIE A,SÃO PAULO,VASCO DA GAMA,1,1,EMPATE
BRASIL - SÉRIE A,BOTAFOGO,FORTALEZA EC,1,2,FORA
BRASIL - SÉRIE A,INTERNACIONAL,FLUMINENSE,1,2,FORA
BRASIL - SÉRIE A,CORINTHIANS,GRÊMIO,0,0,EMPATE
BRASIL - SÉRIE A,FLAMENGO,CORITIBA,3,1,CASA
BRASIL - SÉRIE A,ATLÉTICO PARANAENSE,SANTOS,1,0,CASA
BRASIL - SÉRIE A,GOIÁS,PALMEIRAS,1,0,CASA
BRASIL - SÉRIE A,BRAGANTINO,EC BAHIA,4,0,CASA
BRASIL - SÉRIE A,VASCO DA GAMA,FORTALEZA EC,0,0,EMPATE
BRASIL - SÉRIE A,ATLÉTICO MINEIRO,ATLÉTICO PARANAENSE,0,2,FORA
BRASIL - SÉRIE A,CORITIBA,EC BAHIA,1,2,FORA
BRASIL - SÉRIE A,BOTAFOGO,BRAGANTINO,1,2,FORA
BRASIL - SÉRIE A,SPORT RECIFE,VASCO DA GAMA,0,2,FORA
BRASIL - SÉRIE A,SANTOS,INTERNACIONAL,2,0,CASA
BRASIL - SÉRIE A,GOIÁS,ATLÉTICO PARANAENSE,0,1,FORA
BRASIL - SÉRIE A,CORINTHIANS,ATLÉTICO MINEIRO,1,2,FORA
BRASIL - SÉRIE A,GRÊMIO,CEARÁ,4,2,CASA
BRASIL - SÉRIE A,FORTALEZA EC,SÃO PAULO,2,3,FORA
BRASIL - SÉRIE A,FLAMENGO,ATLÉTICO GOIANIENSE,1,1,EMPATE
BRASIL - SÉRIE A,PALMEIRAS,FLUMINENSE,2,0,CASA
BRASIL - SÉRIE A,EC BAHIA,FORTALEZA EC,2,1,CASA
BRASIL - SÉRIE A,VASCO DA GAMA,PALMEIRAS,0,1,FORA
BRASIL - SÉRIE A,INTERNACIONAL,CORITIBA,2,2,EMPATE
BRASIL - SÉRIE A,BRAGANTINO,SANTOS,1,1,EMPATE
BRASIL - SÉRIE A,EC BAHIA,BOTAFOGO,1,0,CASA
BRASIL - SÉRIE A,ATLÉTICO MINEIRO,FLAMENGO,4,0,CASA
BRASIL - SÉRIE A,CEARÁ,SPORT RECIFE,0,0,EMPATE
BRASIL - SÉRIE A,FLUMINENSE,GRÊMIO,0,1,FORA
BRASIL - SÉRIE A,ATLÉTICO PARANAENSE,FORTALEZA EC,2,1,CASA
BRASIL - SÉRIE A,SÃO PAULO,GOIÁS,2,1,CASA
BRASIL - SÉRIE A,ATLÉTICO GOIANIENSE,CORINTHIANS,1,1,EMPATE
BRASIL - SÉRIE A,FORTALEZA EC,FLUMINENSE,0,1,FORA
BRASIL - SÉRIE A,GRÊMIO,VASCO DA GAMA,4,0,CASA
BRASIL - SÉRIE A,SÃO PAULO,SPORT RECIFE,1,0,CASA
BRASIL - SÉRIE A,ATLÉTICO MINEIRO,INTERNACIONAL,2,2,EMPATE
BRASIL - SÉRIE A,BOTAFOGO,FLAMENGO,0,1,FORA
BRASIL - SÉRIE A,SANTOS,PALMEIRAS,2,2,EMPATE
BRASIL - SÉRIE A,EC BAHIA,CEARÁ,0,2,FORA
BRASIL - SÉRIE A,FLUMINENSE,ATLÉTICO PARANAENSE,3,1,CASA
BRASIL - SÉRIE A,CORITIBA,BRAGANTINO,0,0,EMPATE
BRASIL - SÉRIE A,GOIÁS,SÃO PAULO,0,3,FORA
BRASIL - SÉRIE A,FORTALEZA EC,CORINTHIANS,0,0,EMPATE
BRASIL - SÉRIE A,FLAMENGO,SANTOS,4,1,CASA
BRASIL - SÉRIE A,CORINTHIANS,SÃO PAULO,1,0,CASA
BRASIL - SÉRIE A,SPORT RECIFE,CORITIBA,1,0,CASA
BRASIL - SÉRIE A,VASCO DA GAMA,FLUMINENSE,1,1,EMPATE
BRASIL - SÉRIE A,BRAGANTINO,FORTALEZA EC,2,1,CASA
BRASIL - SÉRIE A,ATLÉTICO PARANAENSE,ATLÉTICO MINEIRO,0,1,FORA
BRASIL - SÉRIE A,INTERNACIONAL,BOTAFOGO,2,1,CASA
BRASIL - SÉRIE A,PALMEIRAS,EC BAHIA,3,0,CASA
BRASIL - SÉRIE A,CEARÁ,ATLÉTICO GOIANIENSE,1,2,FORA
BRASIL - SÉRIE A,GOIÁS,GRÊMIO,0,0,EMPATE
BRASIL - SÉRIE A,SÃO PAULO,BOTAFOGO,4,0,CASA
BRASIL - SÉRIE A,ATLÉTICO GOIANIENSE,GOIÁS,0,1,FORA
