LIGA,CONFRONTO_CASA,CONFRONTO_FORA,PLACAR_CASA,PLACAR_FORA,RESULTADO
BRASIL - SÉRIE A,CRUZEIRO,FLUMINENSE,3,1,CASA
BRASIL - SÉRIE A,BOTAFOGO,ATLÉTICO PARANAENSE,0,1,FORA
BRASIL - SÉRIE A,CORINTHIANS,AVAÍ,1,0,CASA
BRASIL - SÉRIE A,SÃO PAULO,CHAPECOENSE,2,2,EMPATE
BRASIL - SÉRIE A,ATLÉTICO MINEIRO,ATLÉTICO GOIANIENSE,3,2,CASA
BRASIL - SÉRIE A,FLUMINENSE,CORITIBA,2,2,EMPATE
BRASIL - SÉRIE A,PONTE PRETA,GRÊMIO,0,1,FORA
BRASIL - SÉRIE A,AVAÍ,EC BAHIA,1,2,FORA
BRASIL - SÉRIE A,ATLÉTICO PARANAENSE,CORINTHIANS,0,1,FORA
BRASIL - SÉRIE A,SPORT RECIFE,BOTAFOGO,1,2,FORA
BRASIL - SÉRIE A,SANTOS,VASCO DA GAMA,1,2,FORA
BRASIL - SÉRIE A,VITÓRIA,PALMEIRAS,3,1,CASA
BRASIL - SÉRIE A,FLAMENGO,CRUZEIRO,2,0,CASA
BRASIL - SÉRIE A,CORINTHIANS,PALMEIRAS,3,2,CASA
BRASIL - SÉRIE A,GRÊMIO,FLAMENGO,3,1,CASA
BRASIL - SÉRIE A,CRUZEIRO,ATLÉTICO PARANAENSE,1,0,CASA
BRASIL - SÉRIE A,EC BAHIA,PONTE PRETA,2,0,CASA
BRASIL - SÉRIE A,CHAPECOENSE,SPORT RECIFE,1,1,EMPATE
BRASIL - SÉRIE A,VASCO DA GAMA,VITÓRIA,1,1,EMPATE
BRASIL - SÉRIE A,SANTOS,ATLÉTICO MINEIRO,3,1,CASA
BRASIL - SÉRIE A,ATLÉTICO GOIANIENSE,SÃO PAULO,0,1,FORA
BRASIL - SÉRIE A,BOTAFOGO,FLUMINENSE,1,2,FORA
BRASIL - SÉRIE A,CORITIBA,AVAÍ,4,0,CASA
BRASIL - SÉRIE A,PALMEIRAS,CRUZEIRO,2,2,EMPATE
BRASIL - SÉRIE A,PONTE PRETA,CORINTHIANS,1,0,CASA
BRASIL - SÉRIE A,FLUMINENSE,EC BAHIA,1,1,EMPATE
BRASIL - SÉRIE A,ATLÉTICO MINEIRO,BOTAFOGO,0,0,EMPATE
BRASIL - SÉRIE A,VITÓRIA,ATLÉTICO GOIANIENSE,1,1,EMPATE
BRASIL - SÉRIE A,SPORT RECIFE,CORITIBA,3,4,FORA
BRASIL - SÉRIE A,AVAÍ,GRÊMIO,2,2,EMPATE
BRASIL - SÉRIE A,SÃO PAULO,SANTOS,2,1,CASA
BRASIL - SÉRIE A,FLAMENGO,VASCO DA GAMA,0,0,EMPATE
BRASIL - SÉRIE A,ATLÉTICO PARANAENSE,CHAPECOENSE,0,0,EMPATE
BRASIL - SÉRIE A,BOTAFOGO,CORINTHIANS,2,1,CASA
BRASIL - SÉRIE A,SÃO PAULO,FLAMENGO,2,0,CASA
BRASIL - SÉRIE A,CRUZEIRO,ATLÉTICO MINEIRO,1,3,FORA
BRASIL - SÉRIE A,ATLÉTICO PARANAENSE,SPORT RECIFE,2,1,CASA
BRASIL - SÉRIE A,GRÊMIO,PALMEIRAS,1,3,FORA
BRASIL - SÉRIE A,SANTOS,ATLÉTICO GOIANIENSE,1,0,CASA
BRASIL - SÉRIE A,EC BAHIA,VITÓRIA,2,1,CASA
BRASIL - SÉRIE A,CHAPECOENSE,FLUMINENSE,2,0,CASA
BRASIL - SÉRIE A,PONTE PRETA,AVAÍ,1,2,FORA
BRASIL - SÉRIE A,VASCO DA GAMA,CORITIBA,1,1,EMPATE
BRASIL - SÉRIE A,VITÓRIA,ATLÉTICO PARANAENSE,2,3,FORA
BRASIL - SÉRIE A,PALMEIRAS,PONTE PRETA,2,0,CASA
BRASIL - SÉRIE A,SPORT RECIFE,SANTOS,1,1,EMPATE
BRASIL - SÉRIE A,FLAMENGO,EC BAHIA,4,1,CASA
BRASIL - SÉRIE A,CORITIBA,CRUZEIRO,1,0,CASA
BRASIL - SÉRIE A,ATLÉTICO GOIANIENSE,VASCO DA GAMA,0,1,FORA
BRASIL - SÉRIE A,ATLÉTICO MINEIRO,CHAPECOENSE,2,3,FORA
BRASIL - SÉRIE A,FLUMINENSE,SÃO PAULO,3,1,CASA
BRASIL - SÉRIE A,CORINTHIANS,GRÊMIO,0,0,EMPATE
BRASIL - SÉRIE A,AVAÍ,BOTAFOGO,1,1,EMPATE
BRASIL - SÉRIE A,SANTOS,VITÓRIA,2,2,EMPATE
BRASIL - SÉRIE A,SÃO PAULO,ATLÉTICO PARANAENSE,2,1,CASA
BRASIL - SÉRIE A,CHAPECOENSE,FLAMENGO,0,1,FORA
BRASIL - SÉRIE A,SPORT RECIFE,ATLÉTICO MINEIRO,1,1,EMPATE
BRASIL - SÉRIE A,FLUMINENSE,AVAÍ,1,0,CASA
BRASIL - SÉRIE A,ATLÉTICO GOIANIENSE,PALMEIRAS,1,3,FORA
BRASIL - SÉRIE A,CORITIBA,GRÊMIO,0,1,FORA
BRASIL - SÉRIE A,EC BAHIA,CORINTHIANS,2,0,CASA
BRASIL - SÉRIE A,VASCO DA GAMA,BOTAFOGO,1,0,CASA
BRASIL - SÉRIE A,PALMEIRAS,EC BAHIA,2,2,EMPATE
BRASIL - SÉRIE A,CORINTHIANS,CORITIBA,3,1,CASA
BRASIL - SÉRIE A,ATLÉTICO MINEIRO,SÃO PAULO,1,0,CASA
BRASIL - SÉRIE A,GRÊMIO,CRUZEIRO,0,1,FORA
BRASIL - SÉRIE A,AVAÍ,VASCO DA GAMA,1,2,FORA
BRASIL - SÉRIE A,PONTE PRETA,SANTOS,1,1,EMPATE
BRASIL - SÉRIE A,FLAMENGO,FLUMINENSE,1,1,EMPATE
BRASIL - SÉRIE A,VITÓRIA,SPORT RECIFE,1,2,FORA
BRASIL - SÉRIE A,BOTAFOGO,CHAPECOENSE,2,1,CASA
BRASIL - SÉRIE A,ATLÉTICO PARANAENSE,ATLÉTICO GOIANIENSE,2,2,EMPATE
BRASIL - SÉRIE A,CRUZEIRO,PONTE PRETA,2,1,CASA
BRASIL - SÉRIE A,PONTE PRETA,FLAMENGO,1,0,CASA
BRASIL - SÉRIE A,BOTAFOGO,VITÓRIA,2,3,FORA
BRASIL - SÉRIE A,SÃO PAULO,SPORT RECIFE,1,0,CASA
BRASIL - SÉRIE A,CRUZEIRO,CORINTHIANS,1,1,EMPATE
BRASIL - SÉRIE A,GRÊMIO,FLUMINENSE,1,0,CASA
BRASIL - SÉRIE A,AVAÍ,ATLÉTICO GOIANIENSE,0,2,FORA
BRASIL - SÉRIE A,ATLÉTICO PARANAENSE,ATLÉTICO MINEIRO,0,2,FORA
BRASIL - SÉRIE A,EC BAHIA,CORITIBA,1,1,EMPATE
BRASIL - SÉRIE A,VASCO DA GAMA,CHAPECOENSE,1,1,EMPATE
BRASIL - SÉRIE A,PALMEIRAS,SANTOS,0,1,FORA
BRASIL - SÉRIE A,SPORT RECIFE,VASCO DA GAMA,1,1,EMPATE
BRASIL - SÉRIE A,SANTOS,ATLÉTICO PARANAENSE,1,0,CASA
BRASIL - SÉRIE A,SÃO PAULO,CORINTHIANS,1,1,EMPATE
BRASIL - SÉRIE A,FLUMINENSE,PALMEIRAS,0,1,FORA
BRASIL - SÉRIE A,CORITIBA,BOTAFOGO,2,3,FORA
BRASIL - SÉRIE A,CHAPECOENSE,PONTE PRETA,1,0,CASA
BRASIL - SÉRIE A,ATLÉTICO GOIANIENSE,CRUZEIRO,1,2,FORA
BRASIL - SÉRIE A,ATLÉTICO MINEIRO,VITÓRIA,1,3,FORA
BRASIL - SÉRIE A,EC BAHIA,GRÊMIO,1,0,CASA
BRASIL - SÉRIE A,FLAMENGO,AVAÍ,1,1,EMPATE
BRASIL - SÉRIE A,PALMEIRAS,CORITIBA,1,0,CASA
BRASIL - SÉRIE A,PONTE PRETA,ATLÉTICO GOIANIENSE,1,3,FORA
BRASIL - SÉRIE A,AVAÍ,ATLÉTICO MINEIRO,1,1,EMPATE
BRASIL - SÉRIE A,VITÓRIA,SÃO PAULO,1,2,FORA
BRASIL - SÉRIE A,GRÊMIO,CHAPECOENSE,0,1,FORA
BRASIL - SÉRIE A,FLAMENGO,SPORT RECIFE,2,0,CASA
BRASIL - SÉRIE A,ATLÉTICO PARANAENSE,FLUMINENSE,3,1,CASA
BRASIL - SÉRIE A,CORINTHIANS,VASCO DA GAMA,1,0,CASA
BRASIL - SÉRIE A,CRUZEIRO,EC BAHIA,1,0,CASA
BRASIL - SÉRIE A,BOTAFOGO,SANTOS,2,0,CASA
BRASIL - SÉRIE A,ATLÉTICO GOIANIENSE,EC BAHIA,1,1,EMPATE
BRASIL - SÉRIE A,ATLÉTICO PARANAENSE,CORITIBA,1,1,EMPATE
BRASIL - SÉRIE A,SANTOS,CORINTHIANS,2,0,CASA
BRASIL - SÉRIE A,VITÓRIA,FLUMINENSE,2,2,EMPATE
BRASIL - SÉRIE A,SPORT RECIFE,AVAÍ,0,1,FORA
BRASIL - SÉRIE A,BOTAFOGO,FLAMENGO,2,0,CASA
BRASIL - SÉRIE A,CHAPECOENSE,CRUZEIRO,1,2,FORA
BRASIL - SÉRIE A,ATLÉTICO MINEIRO,PALMEIRAS,1,1,EMPATE
BRASIL - SÉRIE A,VASCO DA GAMA,GRÊMIO,1,0,CASA
BRASIL - SÉRIE A,SÃO PAULO,PONTE PRETA,2,2,EMPATE
BRASIL - SÉRIE A,GRÊMIO,SPORT RECIFE,5,0,CASA
BRASIL - SÉRIE A,CORITIBA,VITÓRIA,0,1,FORA
BRASIL - SÉRIE A,PALMEIRAS,SÃO PAULO,4,2,CASA
BRASIL - SÉRIE A,FLAMENGO,ATLÉTICO PARANAENSE,2,0,CASA
BRASIL - SÉRIE A,PONTE PRETA,ATLÉTICO MINEIRO,1,2,FORA
BRASIL - SÉRIE A,EC BAHIA,BOTAFOGO,1,2,FORA
BRASIL - SÉRIE A,AVAÍ,CHAPECOENSE,1,0,CASA
BRASIL - SÉRIE A,CRUZEIRO,SANTOS,1,1,EMPATE
BRASIL - SÉRIE A,FLUMINENSE,VASCO DA GAMA,0,1,FORA
BRASIL - SÉRIE A,CORINTHIANS,ATLÉTICO GOIANIENSE,0,1,FORA
BRASIL - SÉRIE A,CHAPECOENSE,CORINTHIANS,0,1,FORA
BRASIL - SÉRIE A,FLUMINENSE,ATLÉTICO MINEIRO,2,1,CASA
BRASIL - SÉRIE A,GRÊMIO,ATLÉTICO PARANAENSE,0,0,EMPATE
BRASIL - SÉRIE A,CRUZEIRO,SPORT RECIFE,2,0,CASA
BRASIL - SÉRIE A,PONTE PRETA,BOTAFOGO,2,1,CASA
BRASIL - SÉRIE A,EC BAHIA,VASCO DA GAMA,3,0,CASA
BRASIL - SÉRIE A,AVAÍ,SÃO PAULO,1,1,EMPATE
BRASIL - SÉRIE A,PALMEIRAS,CHAPECOENSE,0,2,FORA
BRASIL - SÉRIE A,CORITIBA,SANTOS,0,0,EMPATE
BRASIL - SÉRIE A,CORINTHIANS,VITÓRIA,0,1,FORA
BRASIL - SÉRIE A,FLAMENGO,ATLÉTICO GOIANIENSE,2,0,CASA
BRASIL - SÉRIE A,SANTOS,FLUMINENSE,0,0,EMPATE
BRASIL - SÉRIE A,SÃO PAULO,CRUZEIRO,3,2,CASA
BRASIL - SÉRIE A,ATLÉTICO MINEIRO,FLAMENGO,2,0,CASA
BRASIL - SÉRIE A,VASCO DA GAMA,PALMEIRAS,1,1,EMPATE
BRASIL - SÉRIE A,SPORT RECIFE,PONTE PRETA,0,0,EMPATE
BRASIL - SÉRIE A,BOTAFOGO,GRÊMIO,1,0,CASA
BRASIL - SÉRIE A,ATLÉTICO PARANAENSE,EC BAHIA,4,1,CASA
BRASIL - SÉRIE A,ATLÉTICO GOIANIENSE,CORITIBA,1,0,CASA
BRASIL - SÉRIE A,VITÓRIA,AVAÍ,0,1,FORA
BRASIL - SÉRIE A,PONTE PRETA,FLUMINENSE,0,0,EMPATE
BRASIL - SÉRIE A,FLAMENGO,VITÓRIA,0,2,FORA
BRASIL - SÉRIE A,PALMEIRAS,ATLÉTICO PARANAENSE,0,1,FORA
BRASIL - SÉRIE A,GRÊMIO,ATLÉTICO MINEIRO,2,0,CASA
BRASIL - SÉRIE A,CRUZEIRO,BOTAFOGO,0,0,EMPATE
BRASIL - SÉRIE A,CORITIBA,CHAPECOENSE,2,0,CASA
BRASIL - SÉRIE A,EC BAHIA,SÃO PAULO,2,1,CASA
BRASIL - SÉRIE A,AVAÍ,SANTOS,0,0,EMPATE
BRASIL - SÉRIE A,PONTE PRETA,VASCO DA GAMA,0,0,EMPATE
BRASIL - SÉRIE A,CORINTHIANS,SPORT RECIFE,3,1,CASA
BRASIL - SÉRIE A,FLUMINENSE,ATLÉTICO GOIANIENSE,3,1,CASA
BRASIL - SÉRIE A,ATLÉTICO MINEIRO,CORINTHIANS,0,2,FORA
BRASIL - SÉRIE A,VITÓRIA,PONTE PRETA,3,1,CASA
BRASIL - SÉRIE A,BOTAFOGO,PALMEIRAS,1,2,FORA
BRASIL - SÉRIE A,SANTOS,FLAMENGO,3,2,CASA
BRASIL - SÉRIE A,ATLÉTICO GOIANIENSE,GRÊMIO,0,1,FORA
BRASIL - SÉRIE A,SÃO PAULO,CORITIBA,1,2,FORA
BRASIL - SÉRIE A,ATLÉTICO PARANAENSE,AVAÍ,5,0,CASA
BRASIL - SÉRIE A,VASCO DA GAMA,CRUZEIRO,0,3,FORA
BRASIL - SÉRIE A,SPORT RECIFE,FLUMINENSE,2,2,EMPATE
BRASIL - SÉRIE A,CHAPECOENSE,EC BAHIA,1,1,EMPATE
BRASIL - SÉRIE A,VASCO DA GAMA,ATLÉTICO PARANAENSE,0,1,FORA
BRASIL - SÉRIE A,CHAPECOENSE,ATLÉTICO GOIANIENSE,1,2,FORA
BRASIL - SÉRIE A,CORINTHIANS,FLAMENGO,1,1,EMPATE
BRASIL - SÉRIE A,CORITIBA,ATLÉTICO MINEIRO,0,2,FORA
BRASIL - SÉRIE A,EC BAHIA,SPORT RECIFE,1,3,FORA
BRASIL - SÉRIE A,CRUZEIRO,VITÓRIA,0,0,EMPATE
BRASIL - SÉRIE A,GRÊMIO,SANTOS,1,1,EMPATE
BRASIL - SÉRIE A,BOTAFOGO,SÃO PAULO,3,4,FORA
BRASIL - SÉRIE A,PALMEIRAS,AVAÍ,2,0,CASA
BRASIL - SÉRIE A,SÃO PAULO,GRÊMIO,1,1,EMPATE
BRASIL - SÉRIE A,SANTOS,EC BAHIA,3,0,CASA
BRASIL - SÉRIE A,SPORT RECIFE,PALMEIRAS,0,2,FORA
BRASIL - SÉRIE A,FLUMINENSE,CORINTHIANS,0,1,FORA
BRASIL - SÉRIE A,AVAÍ,CRUZEIRO,1,0,CASA
BRASIL - SÉRIE A,ATLÉTICO PARANAENSE,PONTE PRETA,0,2,FORA
BRASIL - SÉRIE A,ATLÉTICO GOIANIENSE,BOTAFOGO,1,1,EMPATE
BRASIL - SÉRIE A,ATLÉTICO MINEIRO,VASCO DA GAMA,1,2,FORA
BRASIL - SÉRIE A,VITÓRIA,CHAPECOENSE,1,2,FORA
BRASIL - SÉRIE A,FLAMENGO,CORITIBA,2,1,CASA
BRASIL - SÉRIE A,ATLÉTICO PARANAENSE,BOTAFOGO,0,0,EMPATE
BRASIL - SÉRIE A,PONTE PRETA,CORITIBA,4,0,CASA
BRASIL - SÉRIE A,AVAÍ,CORINTHIANS,0,0,EMPATE
BRASIL - SÉRIE A,FLAMENGO,PALMEIRAS,2,2,EMPATE
BRASIL - SÉRIE A,SÃO PAULO,VASCO DA GAMA,1,0,CASA
BRASIL - SÉRIE A,ATLÉTICO MINEIRO,EC BAHIA,0,2,FORA
BRASIL - SÉRIE A,FLUMINENSE,CRUZEIRO,1,1,EMPATE
BRASIL - SÉRIE A,SPORT RECIFE,ATLÉTICO GOIANIENSE,4,0,CASA
BRASIL - SÉRIE A,SANTOS,CHAPECOENSE,1,0,CASA
BRASIL - SÉRIE A,VITÓRIA,GRÊMIO,1,3,FORA
BRASIL - SÉRIE A,BOTAFOGO,SPORT RECIFE,2,1,CASA
BRASIL - SÉRIE A,PALMEIRAS,VITÓRIA,4,2,CASA
BRASIL - SÉRIE A,CHAPECOENSE,SÃO PAULO,2,0,CASA
BRASIL - SÉRIE A,GRÊMIO,PONTE PRETA,3,1,CASA
BRASIL - SÉRIE A,CRUZEIRO,FLAMENGO,1,1,EMPATE
BRASIL - SÉRIE A,VASCO DA GAMA,SANTOS,0,0,EMPATE
BRASIL - SÉRIE A,ATLÉTICO GOIANIENSE,ATLÉTICO MINEIRO,1,2,FORA
BRASIL - SÉRIE A,EC BAHIA,AVAÍ,1,1,EMPATE
BRASIL - SÉRIE A,CORITIBA,FLUMINENSE,1,2,FORA
BRASIL - SÉRIE A,CORINTHIANS,ATLÉTICO PARANAENSE,2,2,EMPATE
BRASIL - SÉRIE A,AVAÍ,CORITIBA,1,4,FORA
BRASIL - SÉRIE A,FLUMINENSE,BOTAFOGO,0,1,FORA
BRASIL - SÉRIE A,PALMEIRAS,CORINTHIANS,0,2,FORA
BRASIL - SÉRIE A,ATLÉTICO PARANAENSE,CRUZEIRO,0,2,FORA
BRASIL - SÉRIE A,VITÓRIA,VASCO DA GAMA,1,4,FORA
BRASIL - SÉRIE A,FLAMENGO,GRÊMIO,0,1,FORA
BRASIL - SÉRIE A,SÃO PAULO,ATLÉTICO GOIANIENSE,2,2,EMPATE
BRASIL - SÉRIE A,SPORT RECIFE,CHAPECOENSE,3,0,CASA
BRASIL - SÉRIE A,ATLÉTICO MINEIRO,SANTOS,0,1,FORA
BRASIL - SÉRIE A,PONTE PRETA,EC BAHIA,0,3,FORA
BRASIL - SÉRIE A,CORITIBA,SPORT RECIFE,0,3,FORA
BRASIL - SÉRIE A,CHAPECOENSE,ATLÉTICO PARANAENSE,1,1,EMPATE
BRASIL - SÉRIE A,CRUZEIRO,PALMEIRAS,3,1,CASA
BRASIL - SÉRIE A,EC BAHIA,FLUMINENSE,1,1,EMPATE
BRASIL - SÉRIE A,GRÊMIO,AVAÍ,0,2,FORA
BRASIL - SÉRIE A,BOTAFOGO,ATLÉTICO MINEIRO,1,1,EMPATE
BRASIL - SÉRIE A,SANTOS,SÃO PAULO,3,2,CASA
BRASIL - SÉRIE A,ATLÉTICO GOIANIENSE,VITÓRIA,1,2,FORA
BRASIL - SÉRIE A,VASCO DA GAMA,FLAMENGO,0,1,FORA
BRASIL - SÉRIE A,CORINTHIANS,PONTE PRETA,2,0,CASA
BRASIL - SÉRIE A,FLUMINENSE,CHAPECOENSE,3,3,EMPATE
BRASIL - SÉRIE A,FLAMENGO,SÃO PAULO,2,0,CASA
BRASIL - SÉRIE A,ATLÉTICO MINEIRO,CRUZEIRO,3,1,CASA
BRASIL - SÉRIE A,CORINTHIANS,BOTAFOGO,1,0,CASA
BRASIL - SÉRIE A,SPORT RECIFE,ATLÉTICO PARANAENSE,1,0,CASA
BRASIL - SÉRIE A,VITÓRIA,EC BAHIA,0,0,EMPATE
BRASIL - SÉRIE A,AVAÍ,PONTE PRETA,0,0,EMPATE
BRASIL - SÉRIE A,CORITIBA,VASCO DA GAMA,2,2,EMPATE
BRASIL - SÉRIE A,PALMEIRAS,GRÊMIO,1,0,CASA
BRASIL - SÉRIE A,ATLÉTICO GOIANIENSE,SANTOS,1,1,EMPATE
BRASIL - SÉRIE A,BOTAFOGO,AVAÍ,0,2,FORA
BRASIL - SÉRIE A,VASCO DA GAMA,ATLÉTICO GOIANIENSE,1,0,CASA
BRASIL - SÉRIE A,PONTE PRETA,PALMEIRAS,1,2,FORA
BRASIL - SÉRIE A,SÃO PAULO,FLUMINENSE,1,1,EMPATE
BRASIL - SÉRIE A,GRÊMIO,CORINTHIANS,0,1,FORA
BRASIL - SÉRIE A,CRUZEIRO,CORITIBA,2,0,CASA
BRASIL - SÉRIE A,ATLÉTICO PARANAENSE,VITÓRIA,4,1,CASA
BRASIL - SÉRIE A,EC BAHIA,FLAMENGO,0,1,FORA
BRASIL - SÉRIE A,CHAPECOENSE,ATLÉTICO MINEIRO,0,1,FORA
BRASIL - SÉRIE A,SANTOS,SPORT RECIFE,0,1,FORA
BRASIL - SÉRIE A,FLAMENGO,CHAPECOENSE,5,1,CASA
BRASIL - SÉRIE A,GRÊMIO,CORITIBA,2,0,CASA
BRASIL - SÉRIE A,BOTAFOGO,VASCO DA GAMA,3,1,CASA
BRASIL - SÉRIE A,PALMEIRAS,ATLÉTICO GOIANIENSE,1,0,CASA
BRASIL - SÉRIE A,ATLÉTICO PARANAENSE,SÃO PAULO,1,0,CASA
BRASIL - SÉRIE A,ATLÉTICO MINEIRO,SPORT RECIFE,2,2,EMPATE
BRASIL - SÉRIE A,AVAÍ,FLUMINENSE,0,3,FORA
BRASIL - SÉRIE A,PONTE PRETA,CRUZEIRO,1,0,CASA
BRASIL - SÉRIE A,CORINTHIANS,EC BAHIA,3,0,CASA
BRASIL - SÉRIE A,VITÓRIA,SANTOS,0,2,FORA
BRASIL - SÉRIE A,CRUZEIRO,GRÊMIO,3,3,EMPATE
BRASIL - SÉRIE A,SANTOS,PONTE PRETA,0,0,EMPATE
BRASIL - SÉRIE A,CORITIBA,CORINTHIANS,0,0,EMPATE
BRASIL - SÉRIE A,SÃO PAULO,ATLÉTICO MINEIRO,1,2,FORA
BRASIL - SÉRIE A,FLUMINENSE,FLAMENGO,2,2,EMPATE
BRASIL - SÉRIE A,CHAPECOENSE,BOTAFOGO,0,2,FORA
BRASIL - SÉRIE A,EC BAHIA,PALMEIRAS,2,4,FORA
BRASIL - SÉRIE A,SPORT RECIFE,VITÓRIA,1,3,FORA
BRASIL - SÉRIE A,ATLÉTICO GOIANIENSE,ATLÉTICO PARANAENSE,0,1,FORA
BRASIL - SÉRIE A,VASCO DA GAMA,AVAÍ,1,0,CASA
BRASIL - SÉRIE A,FLUMINENSE,GRÊMIO,0,2,FORA
BRASIL - SÉRIE A,FLAMENGO,PONTE PRETA,2,0,CASA
BRASIL - SÉRIE A,SANTOS,PALMEIRAS,1,0,CASA
BRASIL - SÉRIE A,CORINTHIANS,CRUZEIRO,1,0,CASA
BRASIL - SÉRIE A,CHAPECOENSE,VASCO DA GAMA,2,1,CASA
BRASIL - SÉRIE A,CORITIBA,EC BAHIA,0,0,EMPATE
BRASIL - SÉRIE A,ATLÉTICO MINEIRO,ATLÉTICO PARANAENSE,0,1,FORA
BRASIL - SÉRIE A,VITÓRIA,BOTAFOGO,2,2,EMPATE
BRASIL - SÉRIE A,ATLÉTICO GOIANIENSE,AVAÍ,3,1,CASA
BRASIL - SÉRIE A,SPORT RECIFE,SÃO PAULO,0,0,EMPATE
BRASIL - SÉRIE A,GRÊMIO,EC BAHIA,1,0,CASA
BRASIL - SÉRIE A,BOTAFOGO,CORITIBA,2,2,EMPATE
BRASIL - SÉRIE A,CORINTHIANS,SÃO PAULO,3,2,CASA
BRASIL - SÉRIE A,VITÓRIA,ATLÉTICO MINEIRO,2,0,CASA
BRASIL - SÉRIE A,PONTE PRETA,CHAPECOENSE,3,2,CASA
BRASIL - SÉRIE A,AVAÍ,FLAMENGO,1,1,EMPATE
BRASIL - SÉRIE A,CRUZEIRO,ATLÉTICO GOIANIENSE,2,0,CASA
BRASIL - SÉRIE A,ATLÉTICO PARANAENSE,SANTOS,0,2,FORA
BRASIL - SÉRIE A,PALMEIRAS,FLUMINENSE,3,1,CASA
BRASIL - SÉRIE A,VASCO DA GAMA,SPORT RECIFE,2,1,CASA
BRASIL - SÉRIE A,EC BAHIA,CRUZEIRO,1,0,CASA
BRASIL - SÉRIE A,SANTOS,BOTAFOGO,1,0,CASA
BRASIL - SÉRIE A,SPORT RECIFE,FLAMENGO,2,0,CASA
BRASIL - SÉRIE A,VASCO DA GAMA,CORINTHIANS,2,5,FORA
BRASIL - SÉRIE A,SÃO PAULO,VITÓRIA,2,0,CASA
BRASIL - SÉRIE A,ATLÉTICO GOIANIENSE,PONTE PRETA,3,0,CASA
BRASIL - SÉRIE A,CHAPECOENSE,GRÊMIO,3,6,FORA
BRASIL - SÉRIE A,CORITIBA,PALMEIRAS,1,0,CASA
BRASIL - SÉRIE A,ATLÉTICO MINEIRO,AVAÍ,1,0,CASA
BRASIL - SÉRIE A,FLUMINENSE,ATLÉTICO PARANAENSE,1,1,EMPATE
BRASIL - SÉRIE A,EC BAHIA,ATLÉTICO GOIANIENSE,3,0,CASA
BRASIL - SÉRIE A,FLAMENGO,BOTAFOGO,0,0,EMPATE
BRASIL - SÉRIE A,AVAÍ,SPORT RECIFE,1,0,CASA
BRASIL - SÉRIE A,PALMEIRAS,ATLÉTICO MINEIRO,0,0,EMPATE
BRASIL - SÉRIE A,PONTE PRETA,SÃO PAULO,1,0,CASA
BRASIL - SÉRIE A,GRÊMIO,VASCO DA GAMA,2,0,CASA
BRASIL - SÉRIE A,CRUZEIRO,CHAPECOENSE,0,2,FORA
BRASIL - SÉRIE A,CORITIBA,ATLÉTICO PARANAENSE,1,0,CASA
BRASIL - SÉRIE A,FLUMINENSE,VITÓRIA,2,1,CASA
BRASIL - SÉRIE A,CORINTHIANS,SANTOS,2,0,CASA
BRASIL - SÉRIE A,CHAPECOENSE,AVAÍ,2,0,CASA
BRASIL - SÉRIE A,VITÓRIA,CORITIBA,0,1,FORA
BRASIL - SÉRIE A,ATLÉTICO MINEIRO,PONTE PRETA,2,2,EMPATE
BRASIL - SÉRIE A,ATLÉTICO PARANAENSE,FLAMENGO,1,1,EMPATE
BRASIL - SÉRIE A,SANTOS,CRUZEIRO,0,1,FORA
BRASIL - SÉRIE A,ATLÉTICO GOIANIENSE,CORINTHIANS,0,1,FORA
BRASIL - SÉRIE A,SPORT RECIFE,GRÊMIO,4,3,CASA
BRASIL - SÉRIE A,BOTAFOGO,EC BAHIA,1,0,CASA
BRASIL - SÉRIE A,VASCO DA GAMA,FLUMINENSE,3,2,CASA
BRASIL - SÉRIE A,SÃO PAULO,PALMEIRAS,2,0,CASA
BRASIL - SÉRIE A,SÃO PAULO,AVAÍ,2,0,CASA
BRASIL - SÉRIE A,VASCO DA GAMA,EC BAHIA,2,1,CASA
BRASIL - SÉRIE A,ATLÉTICO PARANAENSE,GRÊMIO,0,2,FORA
BRASIL - SÉRIE A,VITÓRIA,CORINTHIANS,0,1,FORA
BRASIL - SÉRIE A,ATLÉTICO MINEIRO,FLUMINENSE,1,2,FORA
BRASIL - SÉRIE A,BOTAFOGO,PONTE PRETA,2,0,CASA
BRASIL - SÉRIE A,SPORT RECIFE,CRUZEIRO,1,1,EMPATE
BRASIL - SÉRIE A,SANTOS,CORITIBA,1,0,CASA
BRASIL - SÉRIE A,CHAPECOENSE,PALMEIRAS,1,0,CASA
BRASIL - SÉRIE A,ATLÉTICO GOIANIENSE,FLAMENGO,0,3,FORA
BRASIL - SÉRIE A,CORITIBA,ATLÉTICO GOIANIENSE,4,1,CASA
BRASIL - SÉRIE A,FLUMINENSE,SANTOS,3,2,CASA
BRASIL - SÉRIE A,PONTE PRETA,SPORT RECIFE,4,0,CASA
BRASIL - SÉRIE A,CRUZEIRO,SÃO PAULO,1,0,CASA
BRASIL - SÉRIE A,PALMEIRAS,VASCO DA GAMA,4,0,CASA
BRASIL - SÉRIE A,EC BAHIA,ATLÉTICO PARANAENSE,6,2,CASA
BRASIL - SÉRIE A,AVAÍ,VITÓRIA,0,0,EMPATE
BRASIL - SÉRIE A,GRÊMIO,BOTAFOGO,2,0,CASA
BRASIL - SÉRIE A,FLAMENGO,ATLÉTICO MINEIRO,1,1,EMPATE
